Reporting Date,Deal Owner,Customer,Country,Sales stage,Deal size,Probability,Weighted Forecast,Sales Channel,Close Date/Expected Close Date,Next Steps,Column1,
21-Jan-2015,Joe,Customer 234,Germany,Identified,1150,55.0%,632.5,F2F,17-Jun-2015,Follow up on call,147,
21-Jan-2015,Tim,Customer 235,Malaysia,Validated,710,65.0%,461.5,F2F,05-May-2015,Follow up on call,104,
21-Jan-2015,Bob,Customer 236,Canada,Qualified,1270,65.0%,825.5,F2F,04-Jun-2015,Schedule a Meeting,134,
21-Jan-2015,Paul,Customer 237,Malaysia,Won,2010,80.0%,1608,Telesales,04-Feb-2015,,,
21-Jan-2015,Denny,Customer 238,Indonesia,Proposal,4300,85.0%,3655,F2F,10-Apr-2015,Follow up on call,79,
21-Jan-2015,Edwin,Customer 239,China,Qualified,3630,70.0%,2541,F2F,02-Jun-2015,No Response,132,
21-Jan-2015,John,Customer 240,France,Qualified,3120,80.0%,2496,Partners,13-May-2015,Follow up on call,112,
21-Jan-2015,Rachael,Customer 241,Germany,Proposal,1670,70.0%,1169,Partners,04-May-2015,Schedule a Meeting,103,
21-Jan-2015,Denny,Customer 242,UK,Lost,430,65.0%,279.5,Telesales,15-May-2015,,114,
22-Jan-2015,John,Customer 243,UK,Identified,4190,55.0%,2304.5,F2F,04-May-2015,Send Email,102,
22-Jan-2015,Joe,Customer 244,Indonesia,Validated,1250,65.0%,812.5,Telesales,01-Jun-2015,Follow up on call,130,
22-Jan-2015,Charlie,Customer 245,Germany,Identified,2690,60.0%,1614,Partners,16-Jun-2015,,145,
22-Jan-2015,Angela,Customer 246,Australia,Won,4840,70.0%,3388,Partners,22-Mar-2015,,,
23-Jan-2015,Paul,Customer 247,Australia,Identified,4300,80.0%,3440,Partners,02-Jun-2015,Schedule a Meeting,130,
23-Jan-2015,Mike,Customer 248,Australia,Qualified,1740,70.0%,1218,F2F,19-May-2015,Schedule a Meeting,116,
23-Jan-2015,Martha,Customer 249,Indonesia,Identified,1340,55.0%,737,Partners,07-May-2015,Schedule a Meeting,104,
23-Jan-2015,Rachael,Customer 250,India,Won,880,65.0%,572,Partners,16-Feb-2015,,,
23-Jan-2015,Lynda,Customer 251,Australia,Identified,110,75.0%,82.5,Partners,19-Jun-2015,Follow up on call,147,
23-Jan-2015,Rose,Customer 252,France,Identified,190,60.0%,114,Website,26-Apr-2015,Follow up on call,93,
23-Jan-2015,Adrian,Customer 253,India,Identified,1300,80.0%,1040,F2F,12-Jun-2015,Schedule a Meeting,140,
23-Jan-2015,Cameron,Customer 254,US,Lost,3520,60.0%,2112,F2F,08-Jun-2015,,136,
23-Jan-2015,Tim,Customer 255,US,Qualified,2140,70.0%,1498,Partners,18-Jun-2015,Send Email,146,
23-Jan-2015,Adrian,Customer 256,UK,Qualified,1630,85.0%,1385.5,F2F,02-Jun-2015,Follow up on call,130,
23-Jan-2015,Adrian,Customer 257,India,Qualified,3560,50.0%,1780,Partners,04-May-2015,Schedule a Meeting,101,
24-Jan-2015,John,Customer 258,Germany,Validated,4710,80.0%,3768,F2F,14-Apr-2015,No Response,80,
24-Jan-2015,Mike,Customer 259,India,Validated,1700,85.0%,1445,F2F,11-May-2015,Follow up on call,107,
24-Jan-2015,Chang,Customer 260,Australia,Proposal,550,60.0%,330,F2F,18-Apr-2015,Send Email,84,
24-Jan-2015,Chang,Customer 261,Australia,Proposal,2070,70.0%,1449,F2F,30-May-2015,Follow up on call,126,
24-Jan-2015,Paul,Customer 262,China,Identified,3370,80.0%,2696,F2F,08-Apr-2015,Send Email,74,
24-Jan-2015,Cameron,Customer 263,UK,Lost,560,65.0%,364,Telesales,05-Jun-2015,,132,
24-Jan-2015,Arnold,Customer 264,Canada,Identified,530,80.0%,424,Telesales,10-Jun-2015,Schedule a Meeting,137,
24-Jan-2015,Bob,Customer 265,UK,Identified,2640,80.0%,2112,Partners,23-Apr-2015,Follow up on call,89,
24-Jan-2015,John,Customer 266,China,Proposal,4840,85.0%,4114,F2F,14-May-2015,,110,
24-Jan-2015,Mike,Customer 267,India,Proposal,210,70.0%,147,Website,22-May-2015,Schedule a Meeting,118,
24-Jan-2015,Charlie,Customer 268,US,Identified,2700,75.0%,2025,Partners,02-May-2015,Follow up on call,98,
24-Jan-2015,Joe,Customer 269,Malaysia,Qualified,3040,75.0%,2280,F2F,15-May-2015,Follow up on call,111,
24-Jan-2015,Bob,Customer 270,France,Qualified,4480,55.0%,2464,F2F,05-Apr-2015,Follow up on call,71,
24-Jan-2015,Rose,Customer 271,Australia,Proposal,1490,70.0%,1043,F2F,22-May-2015,No Response,118,
24-Jan-2015,Arnold,Customer 272,Indonesia,Identified,3480,75.0%,2610,F2F,05-Apr-2015,Schedule a Meeting,71,
24-Jan-2015,Tim,Customer 273,China,Qualified,2840,70.0%,1988,F2F,16-May-2015,Follow up on call,112,
25-Jan-2015,Edwin,Customer 274,Australia,Identified,510,55.0%,280.5,F2F,03-Jun-2015,Follow up on call,129,
25-Jan-2015,Rose,Customer 275,US,Qualified,2170,80.0%,1736,F2F,05-Jun-2015,Send Email,131,
25-Jan-2015,Denny,Customer 276,Australia,Won,2210,60.0%,1326,F2F,05-Feb-2015,,,
25-Jan-2015,Rose,Customer 277,US,Identified,4200,65.0%,2730,Partners,11-Apr-2015,Follow up on call,76,
25-Jan-2015,Piere,Customer 278,Canada,Identified,1600,75.0%,1200,F2F,17-Jun-2015,Schedule a Meeting,143,
25-Jan-2015,Denny,Customer 279,Canada,Identified,3380,80.0%,2704,Partners,15-Jun-2015,,141,
25-Jan-2015,Tim,Customer 280,China,Identified,3460,75.0%,2595,Partners,05-May-2015,Follow up on call,100,
25-Jan-2015,John,Customer 281,Malaysia,Proposal,4440,85.0%,3774,Partners,05-Apr-2015,,70,
25-Jan-2015,Denny,Customer 282,China,Identified,2700,75.0%,2025,F2F,05-May-2015,Follow up on call,100,
26-Jan-2015,Angela,Customer 283,France,Identified,3350,65.0%,2177.5,F2F,24-May-2015,Follow up on call,118,
26-Jan-2015,Rachael,Customer 284,Indonesia,Proposal,2200,80.0%,1760,F2F,03-May-2015,Follow up on call,97,
26-Jan-2015,Adrian,Customer 285,France,Qualified,3060,60.0%,1836,F2F,13-May-2015,Send Email,107,
26-Jan-2015,Chang,Customer 286,Australia,Lost,380,65.0%,247,Partners,11-Jun-2015,,136,
26-Jan-2015,Mike,Customer 287,France,Proposal,740,65.0%,481,Partners,12-May-2015,No Response,106,
26-Jan-2015,Adrian,Customer 288,India,Proposal,3790,50.0%,1895,F2F,13-May-2015,No Response,107,
26-Jan-2015,Paul,Customer 289,India,Qualified,1620,50.0%,810,Partners,24-Jun-2015,No Response,149,
26-Jan-2015,Charlie,Customer 290,Indonesia,Proposal,3610,60.0%,2166,Telesales,11-Jun-2015,No Response,136,
26-Jan-2015,Paul,Customer 291,France,Validated,4220,85.0%,3587,Partners,18-Jun-2015,Schedule a Meeting,143,
26-Jan-2015,Paul,Customer 292,UK,Qualified,3480,85.0%,2958,Telesales,25-May-2015,Schedule a Meeting,119,
26-Jan-2015,Joe,Customer 293,China,Identified,640,55.0%,352,Telesales,18-May-2015,Send Email,112,
26-Jan-2015,Greg,Customer 294,China,Validated,4740,80.0%,3792,F2F,12-May-2015,Follow up on call,106,
26-Jan-2015,John,Customer 295,China,Identified,1890,65.0%,1228.5,F2F,30-Apr-2015,Follow up on call,94,
26-Jan-2015,Rachael,Customer 296,Malaysia,Lost,3380,65.0%,2197,Partners,27-Apr-2015,,91,
26-Jan-2015,Greg,Customer 297,Canada,Qualified,2290,75.0%,1717.5,Partners,09-May-2015,Schedule a Meeting,103,
26-Jan-2015,Tim,Customer 298,India,Identified,2340,85.0%,1989,F2F,03-Jun-2015,Schedule a Meeting,128,
26-Jan-2015,Adrian,Customer 299,Indonesia,Identified,4340,65.0%,2821,Telesales,08-May-2015,Send Email,102,
26-Jan-2015,Arnold,Customer 300,Canada,Won,2290,75.0%,1717.5,F2F,12-Mar-2015,,,
26-Jan-2015,Piere,Customer 301,China,Proposal,1060,75.0%,795,Partners,08-Apr-2015,Schedule a Meeting,72,
26-Jan-2015,Mike,Customer 302,UK,Identified,580,65.0%,377,F2F,11-Jun-2015,Follow up on call,136,
27-Jan-2015,Lynda,Customer 303,Australia,Won,4510,65.0%,2931.5,F2F,19-Feb-2015,,,
27-Jan-2015,Lynda,Customer 304,Indonesia,Validated,1800,75.0%,1350,F2F,04-Jun-2015,Schedule a Meeting,128,
27-Jan-2015,Paul,Customer 305,France,Identified,1670,55.0%,918.5,Partners,26-Jun-2015,Send Email,150,
27-Jan-2015,Adrian,Customer 306,US,Identified,1040,55.0%,572,Partners,08-Apr-2015,Send Email,71,
27-Jan-2015,Mike,Customer 307,Indonesia,Identified,1310,60.0%,786,Partners,13-Jun-2015,Schedule a Meeting,137,
27-Jan-2015,Greg,Customer 308,Indonesia,Qualified,3230,80.0%,2584,F2F,03-Apr-2015,Follow up on call,66,
27-Jan-2015,Edwin,Customer 309,US,Lost,2570,85.0%,2184.5,Partners,08-Jun-2015,,132,
27-Jan-2015,Bob,Customer 310,Germany,Proposal,700,70.0%,490,Telesales,19-Apr-2015,Follow up on call,82,
27-Jan-2015,Joe,Customer 311,Canada,Qualified,4250,75.0%,3187.5,F2F,16-Jun-2015,Follow up on call,140,
27-Jan-2015,Rachael,Customer 312,India,Validated,3220,80.0%,2576,Telesales,01-May-2015,No Response,94,
27-Jan-2015,Bob,Customer 313,France,Proposal,700,55.0%,385,F2F,04-Jun-2015,Schedule a Meeting,128,
27-Jan-2015,Bob,Customer 314,India,Qualified,1130,70.0%,791,F2F,27-Jun-2015,Send Email,151,
27-Jan-2015,Piere,Customer 315,Germany,Identified,2830,80.0%,2264,Telesales,30-Apr-2015,No Response,93,
27-Jan-2015,Bob,Customer 316,Australia,Identified,2150,65.0%,1397.5,F2F,10-Jun-2015,,134,
28-Jan-2015,Lynda,Customer 317,Indonesia,Proposal,970,70.0%,679,F2F,11-May-2015,Send Email,103,
28-Jan-2015,Adrian,Customer 318,France,Identified,3850,80.0%,3080,Telesales,26-Apr-2015,Schedule a Meeting,88,
28-Jan-2015,Bob,Customer 319,Malaysia,Identified,1860,85.0%,1581,F2F,02-Apr-2015,Schedule a Meeting,64,
28-Jan-2015,Mike,Customer 320,Indonesia,Qualified,750,85.0%,637.5,F2F,05-May-2015,Send Email,97,
28-Jan-2015,Joe,Customer 321,Canada,Qualified,3020,55.0%,1661,Telesales,25-Jun-2015,No Response,148,
28-Jan-2015,Mike,Customer 322,India,Proposal,4550,70.0%,3185,F2F,12-May-2015,Send Email,104,
28-Jan-2015,Cameron,Customer 323,US,Validated,4370,60.0%,2622,Partners,13-Jun-2015,Schedule a Meeting,136,
28-Jan-2015,Joe,Customer 324,Germany,Validated,3240,80.0%,2592,F2F,27-May-2015,Follow up on call,119,
28-Jan-2015,Denny,Customer 325,UK,Validated,200,75.0%,150,Website,27-Jun-2015,Schedule a Meeting,150,
28-Jan-2015,Adrian,Customer 326,France,Identified,1890,65.0%,1228.5,Partners,08-May-2015,Schedule a Meeting,100,
28-Jan-2015,Piere,Customer 327,Canada,Validated,3810,80.0%,3048,F2F,19-Apr-2015,Follow up on call,81,
29-Jan-2015,Chang,Customer 328,UK,Validated,3030,55.0%,1666.5,F2F,10-May-2015,Follow up on call,101,
29-Jan-2015,Tim,Customer 329,Canada,Qualified,2740,70.0%,1918,Partners,17-May-2015,Schedule a Meeting,108,
29-Jan-2015,Cameron,Customer 330,US,Proposal,3490,85.0%,2966.5,Telesales,26-Jun-2015,Schedule a Meeting,148,
29-Jan-2015,Mike,Customer 331,India,Identified,200,60.0%,120,Partners,11-May-2015,No Response,102,
29-Jan-2015,Chang,Customer 332,US,Identified,4480,70.0%,3136,Partners,19-Apr-2015,Send Email,80,
29-Jan-2015,Denny,Customer 333,China,Identified,2210,75.0%,1657.5,F2F,26-May-2015,Schedule a Meeting,117,
29-Jan-2015,Edwin,Customer 334,Malaysia,Identified,310,85.0%,263.5,Telesales,15-Jun-2015,Schedule a Meeting,137,
29-Jan-2015,Charlie,Customer 335,Germany,Identified,1200,55.0%,660,Telesales,28-Apr-2015,No Response,89,
29-Jan-2015,Angela,Customer 336,Canada,Proposal,3050,70.0%,2135,Partners,10-Jun-2015,Schedule a Meeting,132,
29-Jan-2015,Martha,Customer 337,Canada,Proposal,3140,85.0%,2669,Telesales,27-Apr-2015,Follow up on call,88,
29-Jan-2015,Mike,Customer 338,Indonesia,Identified,2210,80.0%,1768,Telesales,06-May-2015,Follow up on call,97,
29-Jan-2015,Greg,Customer 339,China,Lost,3320,55.0%,1826,F2F,28-Jun-2015,,150,
29-Jan-2015,Rachael,Customer 340,Canada,Identified,250,65.0%,162.5,Website,26-Apr-2015,,87,
30-Jan-2015,John,Customer 341,UK,Proposal,3660,75.0%,2745,Telesales,13-Jun-2015,Send Email,134,
30-Jan-2015,John,Customer 342,Australia,Proposal,3290,60.0%,1974,F2F,14-May-2015,Schedule a Meeting,104,
30-Jan-2015,Chang,Customer 343,Canada,Qualified,2730,70.0%,1911,F2F,09-Jun-2015,Send Email,130,
30-Jan-2015,Angela,Customer 344,US,Proposal,2180,55.0%,1199,Partners,30-May-2015,Follow up on call,120,
30-Jan-2015,Paul,Customer 345,US,Validated,2690,60.0%,1614,Telesales,14-Jun-2015,No Response,135,
30-Jan-2015,Angela,Customer 346,Malaysia,Identified,2160,75.0%,1620,F2F,15-Apr-2015,Schedule a Meeting,75,
30-Jan-2015,Charlie,Customer 347,Australia,Identified,1190,65.0%,773.5,F2F,02-Jun-2015,Schedule a Meeting,123,
30-Jan-2015,Joe,Customer 348,Malaysia,Proposal,4750,65.0%,3087.5,F2F,13-Apr-2015,Schedule a Meeting,73,
30-Jan-2015,Tim,Customer 349,India,Won,1820,85.0%,1547,Partners,27-Mar-2015,,,
30-Jan-2015,Tim,Customer 350,Canada,Proposal,2510,75.0%,1882.5,Partners,09-May-2015,Follow up on call,99,
30-Jan-2015,Joe,Customer 351,India,Validated,3680,80.0%,2944,F2F,11-Jun-2015,No Response,132,
30-Jan-2015,Bob,Customer 352,Australia,Identified,4460,85.0%,3791,F2F,04-May-2015,No Response,94,
30-Jan-2015,Bob,Customer 353,India,Identified,3210,85.0%,2728.5,Partners,19-Apr-2015,Schedule a Meeting,79,
30-Jan-2015,Edwin,Customer 354,Australia,Identified,4330,80.0%,3464,Partners,22-Apr-2015,Follow up on call,82,
30-Jan-2015,Edwin,Customer 355,China,Proposal,760,85.0%,646,F2F,17-Apr-2015,Send Email,77,
30-Jan-2015,Paul,Customer 356,Canada,Identified,1350,85.0%,1147.5,F2F,07-Apr-2015,Follow up on call,67,
31-Jan-2015,Cameron,Customer 357,Canada,Won,4730,75.0%,3547.5,F2F,20-Feb-2015,,,
31-Jan-2015,Denny,Customer 358,US,Qualified,2200,80.0%,1760,Partners,05-Apr-2015,Send Email,64,
31-Jan-2015,Bob,Customer 359,Germany,Validated,930,65.0%,604.5,Telesales,28-May-2015,No Response,117,
31-Jan-2015,Charlie,Customer 360,Indonesia,Won,2630,50.0%,1315,Partners,10-Mar-2015,,,
31-Jan-2015,Arnold,Customer 361,UK,Identified,3780,50.0%,1890,Telesales,12-Apr-2015,No Response,71,
31-Jan-2015,Rachael,Customer 362,US,Identified,2540,85.0%,2159,Telesales,12-Jun-2015,Send Email,132,
31-Jan-2015,Edwin,Customer 363,Canada,Identified,3450,80.0%,2760,Partners,11-Jun-2015,Send Email,131,
31-Jan-2015,Adrian,Customer 364,Australia,Qualified,1220,65.0%,793,F2F,22-Apr-2015,Follow up on call,81,
31-Jan-2015,Cameron,Customer 365,Indonesia,Validated,3830,55.0%,2106.5,F2F,19-Apr-2015,Follow up on call,78,
31-Jan-2015,Adrian,Customer 366,Indonesia,Qualified,1100,60.0%,660,Telesales,23-Jun-2015,No Response,143,
31-Jan-2015,Rachael,Customer 367,Canada,Qualified,4900,75.0%,3675,F2F,26-Apr-2015,Follow up on call,85,
31-Jan-2015,Denny,Customer 368,Indonesia,Qualified,2240,70.0%,1568,F2F,06-May-2015,Schedule a Meeting,95,
31-Jan-2015,Tim,Customer 369,UK,Validated,1570,85.0%,1334.5,Telesales,08-Jun-2015,Schedule a Meeting,128,
31-Jan-2015,Joe,Customer 370,China,Lost,1340,55.0%,737,F2F,12-Apr-2015,,71,
01-Feb-2015,John,Customer 371,US,Identified,1150,55.0%,632.5,F2F,21-May-2015,No Response,109,
01-Feb-2015,Joe,Customer 372,France,Identified,2700,70.0%,1890,Telesales,06-Apr-2015,,64,
01-Feb-2015,John,Customer 373,China,Identified,4640,85.0%,3944,F2F,25-May-2015,Schedule a Meeting,113,
01-Feb-2015,Greg,Customer 374,US,Identified,3150,55.0%,1732.5,F2F,27-Jun-2015,,146,
01-Feb-2015,Chang,Customer 375,India,Qualified,1500,55.0%,825,F2F,12-Apr-2015,Follow up on call,70,
01-Feb-2015,Denny,Customer 376,Indonesia,Identified,3620,60.0%,2172,F2F,21-Apr-2015,Schedule a Meeting,79,
01-Feb-2015,Greg,Customer 377,China,Validated,760,75.0%,570,Partners,28-May-2015,Follow up on call,116,
01-Feb-2015,Cameron,Customer 378,Indonesia,Identified,3320,80.0%,2656,Partners,09-May-2015,Schedule a Meeting,97,
01-Feb-2015,Greg,Customer 379,India,Identified,2680,55.0%,1474,Partners,24-May-2015,Follow up on call,112,
01-Feb-2015,Chang,Customer 380,Canada,Identified,3660,60.0%,2196,F2F,20-Jun-2015,Follow up on call,139,
01-Feb-2015,Cameron,Customer 381,Canada,Identified,220,60.0%,132,Website,23-May-2015,Follow up on call,111,
02-Feb-2015,Arnold,Customer 382,US,Qualified,3780,75.0%,2835,Partners,16-Jun-2015,,134,
02-Feb-2015,Lynda,Customer 383,Australia,Qualified,3580,85.0%,3043,F2F,28-May-2015,Schedule a Meeting,115,
02-Feb-2015,Paul,Customer 384,UK,Won,920,75.0%,690,F2F,25-Feb-2015,,,
02-Feb-2015,Denny,Customer 385,Canada,Won,1310,60.0%,786,Website,11-Mar-2015,,,
02-Feb-2015,Lynda,Customer 386,Indonesia,Identified,3540,80.0%,2832,F2F,10-May-2015,,97,
02-Feb-2015,Cameron,Customer 387,US,Won,2440,65.0%,1586,Telesales,25-Feb-2015,,,
02-Feb-2015,John,Customer 388,India,Identified,3330,75.0%,2497.5,F2F,09-May-2015,Follow up on call,96,
02-Feb-2015,Joe,Customer 389,Indonesia,Qualified,4480,75.0%,3360,Partners,27-Jun-2015,Send Email,145,
02-Feb-2015,Edwin,Customer 390,Australia,Proposal,4150,70.0%,2905,F2F,17-Apr-2015,Follow up on call,74,
03-Feb-2015,Rose,Customer 391,Indonesia,Qualified,240,55.0%,132,Website,23-May-2015,Send Email,109,
03-Feb-2015,Tim,Customer 392,Canada,Qualified,3210,65.0%,2086.5,Partners,29-May-2015,Follow up on call,115,
03-Feb-2015,Adrian,Customer 393,Indonesia,Identified,2510,55.0%,1380.5,Partners,27-Jun-2015,Schedule a Meeting,144,
03-Feb-2015,Adrian,Customer 394,Australia,Identified,290,55.0%,159.5,Website,05-May-2015,Follow up on call,91,
03-Feb-2015,John,Customer 395,India,Validated,3730,80.0%,2984,Telesales,10-May-2015,No Response,96,
03-Feb-2015,Bob,Customer 396,France,Won,3750,85.0%,3187.5,Telesales,21-Mar-2015,,,
04-Feb-2015,Rose,Customer 397,Canada,Qualified,590,70.0%,413,Telesales,30-May-2015,Schedule a Meeting,115,
04-Feb-2015,Bob,Customer 398,UK,Validated,2080,85.0%,1768,Partners,18-May-2015,,103,
04-Feb-2015,Lynda,Customer 399,Indonesia,Validated,3270,75.0%,2452.5,Partners,17-Jun-2015,Schedule a Meeting,133,
04-Feb-2015,Bob,Customer 400,France,Identified,4130,75.0%,3097.5,Partners,04-May-2015,,89,
04-Feb-2015,Tim,Customer 401,Indonesia,Identified,640,80.0%,512,F2F,21-Apr-2015,Follow up on call,76,
04-Feb-2015,Adrian,Customer 402,Australia,Validated,3580,70.0%,2506,Partners,15-Jun-2015,Schedule a Meeting,131,
04-Feb-2015,Adrian,Customer 403,China,Qualified,4560,70.0%,3192,Partners,18-Jun-2015,,134,
04-Feb-2015,Denny,Customer 404,Australia,Identified,1950,80.0%,1560,F2F,24-May-2015,Send Email,109,
04-Feb-2015,John,Customer 405,Australia,Validated,4550,80.0%,3640,Telesales,03-Jun-2015,Schedule a Meeting,119,
04-Feb-2015,Cameron,Customer 406,China,Identified,1800,75.0%,1350,Telesales,15-May-2015,Follow up on call,100,
05-Feb-2015,Angela,Customer 407,India,Validated,1430,85.0%,1215.5,F2F,02-Jun-2015,Schedule a Meeting,117,
05-Feb-2015,Rose,Customer 408,UK,Identified,800,75.0%,600,F2F,16-Apr-2015,Follow up on call,70,
05-Feb-2015,Rose,Customer 409,Indonesia,Validated,1830,85.0%,1555.5,Partners,06-May-2015,Follow up on call,90,
05-Feb-2015,Tim,Customer 410,US,Lost,2550,85.0%,2167.5,F2F,29-Apr-2015,,83,
05-Feb-2015,John,Customer 411,UK,Qualified,3850,70.0%,2695,F2F,04-May-2015,,88,
05-Feb-2015,Rachael,Customer 412,China,Validated,3480,85.0%,2958,F2F,04-May-2015,No Response,88,
05-Feb-2015,Joe,Customer 413,China,Qualified,3900,60.0%,2340,Telesales,12-Apr-2015,Schedule a Meeting,66,
05-Feb-2015,Martha,Customer 414,Australia,Identified,4110,60.0%,2466,F2F,05-Jun-2015,Send Email,120,
05-Feb-2015,Chang,Customer 415,Malaysia,Validated,3020,55.0%,1661,F2F,11-Apr-2015,Follow up on call,65,
05-Feb-2015,Angela,Customer 416,Australia,Qualified,4470,60.0%,2682,F2F,06-Apr-2015,Send Email,60,
05-Feb-2015,Cameron,Customer 417,France,Validated,3020,70.0%,2114,F2F,28-Apr-2015,Follow up on call,82,
06-Feb-2015,Chang,Customer 418,China,Validated,1560,85.0%,1326,Partners,27-Jun-2015,Schedule a Meeting,141,
06-Feb-2015,Lynda,Customer 419,Australia,Won,670,55.0%,368.5,Partners,01-Mar-2015,,,
06-Feb-2015,Edwin,Customer 420,India,Qualified,3260,80.0%,2608,F2F,13-Jun-2015,Follow up on call,127,
06-Feb-2015,Angela,Customer 421,China,Identified,1790,55.0%,984.5,Partners,22-Apr-2015,Schedule a Meeting,75,
06-Feb-2015,Greg,Customer 422,Canada,Validated,4670,70.0%,3269,Telesales,21-May-2015,No Response,104,
06-Feb-2015,Rachael,Customer 423,Canada,Validated,4060,60.0%,2436,F2F,20-Jun-2015,Schedule a Meeting,134,
06-Feb-2015,Joe,Customer 424,Germany,Proposal,2170,80.0%,1736,Partners,08-Jun-2015,Schedule a Meeting,122,
06-Feb-2015,Tim,Customer 425,India,Proposal,4310,85.0%,3663.5,F2F,11-May-2015,Schedule a Meeting,94,
06-Feb-2015,Mike,Customer 426,France,Proposal,3250,80.0%,2600,Partners,03-May-2015,Follow up on call,86,
06-Feb-2015,Denny,Customer 427,Germany,Identified,4880,75.0%,3660,Partners,09-Apr-2015,,62,
07-Feb-2015,Charlie,Customer 428,China,Qualified,4360,75.0%,3270,F2F,21-Jun-2015,Follow up on call,134,
07-Feb-2015,Joe,Customer 429,Canada,Lost,4150,65.0%,2697.5,F2F,25-Jun-2015,,138,
07-Feb-2015,Rachael,Customer 430,Australia,Validated,990,80.0%,792,Telesales,07-Jun-2015,Schedule a Meeting,120,
07-Feb-2015,Joe,Customer 431,Germany,Proposal,3920,65.0%,2548,F2F,01-Jun-2015,Schedule a Meeting,114,
07-Feb-2015,Edwin,Customer 432,France,Validated,3520,60.0%,2112,Telesales,01-May-2015,Send Email,83,
07-Feb-2015,Greg,Customer 433,UK,Identified,680,75.0%,510,Telesales,04-Jun-2015,Schedule a Meeting,117,
07-Feb-2015,John,Customer 434,China,Qualified,3080,85.0%,2618,F2F,10-May-2015,Follow up on call,92,
07-Feb-2015,Joe,Customer 435,US,Validated,1790,70.0%,1253,Telesales,16-Apr-2015,Schedule a Meeting,68,
07-Feb-2015,Martha,Customer 436,Germany,Qualified,1410,60.0%,846,F2F,20-Apr-2015,No Response,72,
07-Feb-2015,Charlie,Customer 437,France,Won,3300,65.0%,2145,F2F,28-Feb-2015,,,
07-Feb-2015,Denny,Customer 438,Indonesia,Identified,3890,80.0%,3112,F2F,08-Apr-2015,Send Email,60,
07-Feb-2015,Arnold,Customer 439,Canada,Validated,1070,65.0%,695.5,Partners,09-May-2015,Schedule a Meeting,91,
07-Feb-2015,Rose,Customer 440,Canada,Identified,2850,60.0%,1710,F2F,27-Apr-2015,Follow up on call,79,
07-Feb-2015,Rachael,Customer 441,Indonesia,Identified,2150,80.0%,1720,Partners,15-May-2015,Follow up on call,97,
08-Feb-2015,Rachael,Customer 442,China,Identified,580,55.0%,319,Telesales,09-May-2015,Follow up on call,90,
08-Feb-2015,Lynda,Customer 443,US,Identified,1870,55.0%,1028.5,Partners,15-May-2015,No Response,96,
08-Feb-2015,Denny,Customer 444,UK,Identified,1700,55.0%,935,Telesales,15-Apr-2015,Send Email,66,
08-Feb-2015,Rachael,Customer 445,Indonesia,Identified,4930,80.0%,3944,Partners,12-Apr-2015,Follow up on call,63,
08-Feb-2015,Denny,Customer 446,Germany,Identified,2730,60.0%,1638,F2F,15-Apr-2015,Follow up on call,66,
08-Feb-2015,Bob,Customer 447,Malaysia,Validated,1140,70.0%,798,Partners,03-May-2015,Schedule a Meeting,84,
08-Feb-2015,Lynda,Customer 448,Malaysia,Validated,860,85.0%,731,F2F,07-May-2015,Follow up on call,88,
08-Feb-2015,John,Customer 449,Germany,Proposal,4780,70.0%,3346,F2F,04-Jun-2015,Follow up on call,116,
08-Feb-2015,Bob,Customer 450,Canada,Validated,2850,60.0%,1710,Telesales,16-Apr-2015,Schedule a Meeting,67,
08-Feb-2015,Cameron,Customer 451,Indonesia,Identified,3330,60.0%,1998,Partners,02-May-2015,Follow up on call,83,
08-Feb-2015,Bob,Customer 452,US,Validated,1400,55.0%,770,F2F,11-May-2015,Follow up on call,92,
08-Feb-2015,Lynda,Customer 453,India,Validated,1030,65.0%,669.5,F2F,15-Apr-2015,Schedule a Meeting,66,
08-Feb-2015,Arnold,Customer 454,China,Validated,960,50.0%,480,F2F,11-Jun-2015,Send Email,123,
08-Feb-2015,Arnold,Customer 455,Australia,Validated,450,55.0%,247.5,Website,28-Apr-2015,Follow up on call,79,
08-Feb-2015,Cameron,Customer 456,Malaysia,Validated,570,70.0%,399,F2F,05-May-2015,Follow up on call,86,
08-Feb-2015,Edwin,Customer 457,Australia,Won,4220,60.0%,2532,F2F,18-Mar-2015,,,
09-Feb-2015,Lynda,Customer 458,Australia,Validated,4140,70.0%,2898,F2F,28-Apr-2015,,78,
09-Feb-2015,Rose,Customer 459,UK,Identified,4420,55.0%,2431,F2F,02-May-2015,Schedule a Meeting,82,
09-Feb-2015,Cameron,Customer 460,Malaysia,Identified,220,60.0%,132,Website,13-Apr-2015,Schedule a Meeting,63,
09-Feb-2015,Joe,Customer 461,Germany,Identified,640,60.0%,384,Telesales,25-May-2015,Schedule a Meeting,105,
09-Feb-2015,Cameron,Customer 462,Australia,Validated,3120,85.0%,2652,Telesales,14-Jun-2015,Schedule a Meeting,125,
09-Feb-2015,Joe,Customer 463,Malaysia,Proposal,3920,75.0%,2940,Telesales,19-Apr-2015,No Response,69,
09-Feb-2015,Joe,Customer 464,Indonesia,Validated,1480,60.0%,888,F2F,13-Jun-2015,Follow up on call,124,
09-Feb-2015,Martha,Customer 465,US,Qualified,700,85.0%,595,Partners,12-May-2015,No Response,92,
09-Feb-2015,Tim,Customer 466,Germany,Identified,3590,85.0%,3051.5,Partners,27-Jun-2015,Follow up on call,138,
09-Feb-2015,Piere,Customer 467,Australia,Won,2250,70.0%,1575,Telesales,20-Mar-2015,,,
